make;model;year;mileage;engine_power;fuel_type;gearbox;price
opel;ampera;2017;136700;204;electric;automatic;32000
toyota;c-hr;2024;12541;197;hybrid;automatic;134900
alfa-romeo;tonale;2022;18373;130;petrol;automatic;95000
audi;a7;2018;89194;333;petrol;automatic;109900
ford;kuga;2015;236000;180;diesel;manual;42000
toyota;yaris;2024;10575;116;hybrid;automatic;89900
hyundai;i30;2022;87795;120;petrol;manual;48998
skoda;fabia;2016;223000;75;petrol-lpg;manual;14500
volvo;xc-40;2019;99000;149;diesel;automatic;55900
peugeot;3008;2014;96334;114;diesel;automatic;27000
mercedes-benz;glc;2021;72872;390;petrol;automatic;199000
toyota;yaris;2023;30036;92;hybrid;automatic;97900
renault;talisman;2016;82000;200;petrol;automatic;49999
ssangyong;korando;2025;9000;163;petrol;automatic;134900
alfa-romeo;giulietta;2010;196000;170;petrol;manual;15800
kia;pro-ceed;2019;109500;140;petrol;automatic;72900
kia;sportage;2025;10000;160;petrol;automatic;126900
kia;ceed;2025;10000;140;petrol;automatic;104900
kia;ceed;2025;19000;140;petrol;automatic;107900
kia;ceed;2025;20000;140;petrol;manual;104900
hyundai;tucson;2016;189000;136;diesel;manual;57900
kia;ceed;2025;10000;140;petrol;manual;99900
kia;niro;2023;10000;204;electric;automatic;115900
kia;niro;2024;6000;141;hybrid;automatic;111900
audi;a7;2019;162000;286;diesel;automatic;149000
ds-automobiles;ds-7-crossback;2022;43360;179;petrol;automatic;118900
kia;soul;2023;30000;204;electric;automatic;117900
kia;soul;2023;30000;204;electric;automatic;137900
kia;rio;2009;173000;97;petrol;manual;6900
mazda;3;2019;52800;122;petrol;manual;77900
skoda;rapid;2018;130000;95;petrol;manual;27500
jaguar;xf;2008;289000;298;petrol-lpg;automatic;37640
porsche;macan;2018;132000;252;petrol;automatic;74900
mercedes-benz;cls;2016;345789;204;diesel;automatic;77777
audi;a6-avant;2017;218000;190;diesel;automatic;74900
dacia;duster;2015;118000;125;petrol;manual;27900
volkswagen;polo;2009;217500;55;petrol;manual;11500
volkswagen;golf;2010;107258;122;petrol;automatic;29900
volkswagen;passat;2013;434000;105;diesel;manual;13000
bmw;x2;2025;9500;192;petrol;automatic;111100
subaru;forester;2001;227271;177;petrol-lpg;manual;18500
nissan;qashqai;2019;39120;140;petrol;manual;64900
ford;focus;2025;9138;155;hybrid;automatic;107500
mini;john-cooper-works;2023;51492;231;petrol;automatic;70000
bmw;seria-3;2021;104200;258;petrol;automatic;89900
bmw;seria-2;2016;229058;150;diesel;manual;33000
opel;corsa;2025;10711;100;petrol;manual;68900
toyota;auris;2015;239000;99;hybrid;automatic;37900
nissan;x-trail;2023;70162;158;petrol;automatic;155000
opel;astra;2016;130000;125;petrol;manual;37900
bmw;seria-4;2016;304000;190;diesel;automatic;45000
nissan;leaf;2023;87017;150;electric;automatic;55000
porsche;911;2005;131000;325;petrol;manual;169000
porsche;911;2008;65000;325;petrol;manual;189000
alfa-romeo;stelvio;2020;145000;200;petrol;automatic;84500
kia;xceed;2020;20187;140;petrol;automatic;84900
bmw;seria-7;2022;113964;286;diesel;automatic;195000
citroen;c4;2010;147869;120;petrol;automatic;16900
nissan;qashqai;2010;227077;110;diesel;manual;18900
volkswagen;tiguan;2022;57200;190;petrol;automatic;78900
volvo;xc-90;2015;518500;225;diesel;automatic;63000
toyota;corolla;2023;28109;98;hybrid;automatic;96900
ford;focus;2017;75000;101;petrol;manual;32900
renault;megane;2018;42689;115;petrol;manual;41000
renault;captur;2015;115000;118;petrol;automatic;35500
volvo;s60;2015;66270;240;petrol;automatic;29900
bmw;seria-3;2003;296285;136;petrol-lpg;manual;10900
acura;tlx;2015;120000;290;petrol;automatic;66000
volkswagen;passat;2012;322564;140;diesel;manual;19500
chevrolet;spark;2011;163500;82;petrol;manual;8999
jeep;compass;2021;52770;150;petrol;automatic;93900
renault;megane;2014;122000;115;petrol;manual;25900
bmw;seria-3;2024;18500;122;diesel;automatic;125000
audi;sq7;2018;163000;435;diesel;automatic;189000
bmw;seria-1;2005;240000;115;petrol;manual;12900
renault;captur;2024;35460;140;petrol;automatic;89900
seat;arona;2017;70637;95;petrol;manual;47000
honda;pilot;2025;13181;285;petrol;automatic;78200
ford;focus;2017;166000;105;petrol;manual;33990
seat;leon;2013;183876;122;petrol;manual;32900
jeep;renegade;2016;151000;140;petrol;manual;45900
bmw;x4;2018;89958;184;petrol;automatic;109900
honda;cr-v;2007;205100;150;petrol;automatic;17900
toyota;corolla;2021;129400;125;petrol;manual;59900
toyota;corolla;2021;89500;195;hybrid;automatic;95000
citroen;c3;2010;181000;60;petrol;manual;14900
audi;a6-limousine;2004;280000;177;petrol-lpg;manual;15000
bmw;seria-5;2005;245000;192;petrol;automatic;17900
renault;kadjar;2016;99874;130;petrol;manual;35999
bmw;seria-4;2013;278000;184;diesel;automatic;55000
opel;astra;2013;163521;140;petrol;manual;23900
opel;mokka;2019;103625;136;petrol-lpg;automatic;54500
kia;ceed;2023;82537;160;petrol;manual;75900
volkswagen;touran;2016;227432;115;diesel;manual;44900
seat;ibiza;2010;264000;143;diesel;manual;18900
renault;clio;2025;7032;90;petrol;manual;74850
hyundai;i30;2016;99920;100;petrol;manual;39500
kia;ceed;2023;38000;160;petrol;manual;77900
opel;astra;2019;89931;145;petrol;automatic;59400
volvo;xc-60;2019;112000;320;petrol;automatic;152900
volkswagen;up;2014;102999;83;electric;automatic;22500
skoda;octavia;2025;8499;150;petrol;automatic;54900
skoda;octavia;2022;95003;115;diesel;manual;82900
ford;mondeo;2013;191261;160;petrol;manual;23700
dacia;sandero-stepway;2017;156800;90;diesel;automatic;27900
kia;ceed;2017;180000;90;diesel;manual;26900
jeep;compass;2019;67000;170;petrol;automatic;65800
audi;a4-avant;2017;108118;150;diesel;automatic;60000
honda;civic;2011;188000;140;petrol;manual;28900
fiat;500l;2016;108241;95;petrol;manual;35900
peugeot;partner;2010;275500;75;diesel;manual;14000
ford;ka;2010;137000;69;petrol;manual;10700
mazda;6;2015;184000;175;diesel;automatic;39900
ford;focus;2015;165000;105;diesel;manual;27900
alfa-romeo;giulietta;2011;154000;170;petrol-lpg;manual;24900
mazda;5;2010;230000;145;petrol;manual;17220
toyota;yaris;2020;61808;116;hybrid;automatic;68900
kia;ceed;2018;147800;100;petrol;manual;45900
toyota;corolla;2020;36561;132;petrol;manual;69950
opel;insignia;2014;185900;170;petrol;automatic;34900
renault;clio;2024;24427;91;petrol;manual;71998
mercedes-benz;klasa-c;2004;283000;163;petrol-lpg;automatic;11000
renault;captur;2024;40054;90;petrol;manual;79900
peugeot;5008;2017;101350;130;petrol;manual;13900
mercedes-benz;klasa-c;2014;166670;184;petrol;automatic;62000
citroen;ds7;2019;119000;177;diesel;automatic;75990
peugeot;206-cc;2005;184990;138;petrol;manual;7300
toyota;camry;2024;14209;186;hybrid;automatic;187850
mercedes-benz;klasa-c;2015;207000;136;diesel;automatic;49900
toyota;yaris;2024;30500;116;hybrid;automatic;74900
bmw;x1;2011;182743;177;diesel;automatic;29800
audi;a4-allroad;2010;230000;211;petrol;automatic;28900
peugeot;308;2023;55000;130;petrol;manual;26900
mercedes-benz;klasa-c;2005;330000;367;petrol;automatic;27999
hyundai;i30;2017;496100;110;diesel;manual;16950
hyundai;i30;2022;200000;160;petrol;manual;45000
seat;altea;2009;102028;102;petrol;manual;15900
toyota;prius;2018;84900;98;hybrid;automatic;68000
ford;focus;2011;174000;95;diesel;manual;11500
volkswagen;arteon;2022;45000;320;petrol;automatic;37900
volvo;v60;2020;152488;190;petrol;automatic;94900
hyundai;i30;2022;67540;120;petrol;manual;45900
opel;mokka;2015;174000;136;diesel;manual;35900
opel;mokka;2016;108000;140;petrol-lpg;manual;39900
seat;ibiza;2021;134000;110;petrol;automatic;42900
volkswagen;touran;2014;191268;105;diesel;automatic;19900
fiat;tipo;2022;40500;100;petrol;manual;56900
mercedes-benz;gle;2018;147443;302;petrol;automatic;67500
bmw;seria-3;2008;217000;143;petrol;manual;15500
volkswagen;amarok;2011;332000;163;diesel;manual;31000
ford;mustang;2019;61230;317;petrol;automatic;81180
skoda;kodiaq;2022;99000;200;diesel;automatic;128900
hyundai;i30;2021;126191;110;petrol;manual;49800
bmw;x3;2010;325000;177;diesel;automatic;38000
ford;galaxy;2013;246934;140;diesel;manual;25890
nissan;qashqai;2015;129000;115;petrol;manual;39900
volvo;v90;2023;47711;253;plugin-hybrid;automatic;176900
jeep;wrangler;2025;22010;272;petrol;automatic;119000
toyota;c-hr;2021;131948;184;hybrid;automatic;99900
toyota;c-hr;2020;122276;98;hybrid;automatic;71900
toyota;corolla;2023;26823;140;hybrid;automatic;98900
toyota;rav4;2022;53657;218;hybrid;automatic;155900
hyundai;veloster;2013;163778;186;petrol;manual;39900
toyota;corolla;2020;179080;122;hybrid;automatic;62900
lancia;musa;2011;156000;95;petrol;manual;8000
mercedes-benz;klasa-c;2017;122000;184;petrol;automatic;89000
ford;mondeo;2014;176000;140;diesel;automatic;25500
opel;corsa;2015;176000;75;petrol;manual;23900
volkswagen;golf-variant;2016;204018;110;diesel;manual;29500
toyota;corolla;2023;50883;140;hybrid;automatic;106850
skoda;kamiq;2023;60900;110;petrol;automatic;83900
kia;xceed;2021;40038;160;petrol;manual;70900
audi;q5;2016;177517;211;petrol;automatic;54900
renault;arkana;2024;11070;140;petrol;automatic;89900
nissan;370-z;2009;97497;331;petrol;automatic;35000
mini;cooper;2007;259000;115;petrol;manual;9900
bmw;seria-4;2019;157995;252;petrol;automatic;68215
volvo;xc-60;2011;258233;163;diesel;manual;18600
renault;arkana;2021;65000;140;petrol-lpg;automatic;73900
citroen;c5-aircross;2019;146111;180;diesel;automatic;77900
ford;mondeo;2011;293791;116;diesel;manual;13900
seat;leon;2007;152300;240;petrol;manual;29000
opel;insignia;2018;177200;170;diesel;automatic;44890
mercedes-benz;klasa-e;2010;168000;204;petrol;automatic;47900
opel;astra;2008;192124;90;petrol;manual;9400
seat;leon-sportstourer;2022;137000;150;diesel;automatic;42198
audi;q5;2013;240023;245;diesel;automatic;64999
kia;rio;2017;157000;90;diesel;manual;27999
peugeot;3008;2018;186247;150;diesel;manual;59900
jaguar;f-pace;2017;159000;241;diesel;automatic;69900
bmw;seria-5;2009;284000;177;diesel;automatic;32000
volvo;xc-40;2025;7847;163;petrol;automatic;179000
renault;clio;2019;126024;90;petrol;manual;35900
audi;q2;2021;188000;150;petrol;manual;79900
ford;focus;2025;8892;155;hybrid;automatic;107500
skoda;fabia;2007;134653;70;petrol;manual;5350
audi;a4-limousine;2009;350000;120;diesel;manual;21500
nissan;murano;2010;212019;190;diesel;automatic;20900
renault;arkana;2021;54247;143;hybrid;automatic;39000
volkswagen;atlas;2021;79762;272;petrol;automatic;49900
peugeot;208;2018;63900;82;petrol;manual;26900
fiat;tipo;2019;246000;95;petrol-lpg;manual;23900
skoda;octavia;2024;19227;115;petrol;manual;90900
renault;clio;2020;98540;101;petrol;manual;38800
nissan;juke;2017;20700;117;petrol;automatic;53000
seat;leon;2024;18114;150;petrol;automatic;119900
renault;kadjar;2020;55420;140;petrol;automatic;69900
fiat;qubo;2014;223600;75;diesel;manual;15900
citroen;xsara-picasso;2008;240000;110;petrol;manual;7500
fiat;500x;2016;140000;110;petrol;manual;39999
ford;fiesta;2012;216500;82;petrol;manual;14900
mercedes-benz;klasa-e;2013;141000;184;petrol;automatic;59999
audi;sq7;2017;250000;435;diesel;automatic;108240
renault;twingo;2007;73000;75;petrol;manual;6900
cupra;cupra-leon-st;2022;31455;150;petrol;automatic;105000
volvo;xc-60;2018;139590;190;diesel;automatic;119900
porsche;718-cayman;2018;72543;300;petrol;automatic;189900
volkswagen;arteon;2020;170000;240;diesel;automatic;95900
volvo;v60;2017;223000;150;diesel;automatic;43800
jeep;cherokee;2019;122900;272;petrol;automatic;36500
bmw;seria-7;2019;247000;320;diesel;automatic;149000
nissan;micra;2013;131795;98;petrol;manual;23800
volkswagen;passat;2016;239000;190;diesel;automatic;45800
skoda;octavia;2011;116170;105;petrol;manual;6560
renault;laguna;2011;194000;178;diesel;manual;24900
skoda;kodiaq;2023;59261;200;diesel;automatic;174900
fiat;tipo;2021;107000;95;petrol;manual;36900
ford;mondeo;2015;160000;150;diesel;manual;39500
ford;mustang;2021;68000;450;petrol;automatic;123000
opel;astra;2013;190000;140;petrol;manual;22900
skoda;superb;2022;132772;150;diesel;automatic;99900
subaru;impreza;2008;285000;150;petrol;manual;12000
volkswagen;polo;2024;15750;206;petrol;automatic;47900
cupra;terramar;2024;30000;265;petrol;automatic;160000
renault;clio;2016;176000;73;petrol;manual;27900
renault;kadjar;2016;189999;130;diesel;manual;41900
volkswagen;taigo;2023;41200;95;petrol;manual;79900
ford;s-max;2018;206526;150;diesel;automatic;59900
mercedes-benz;gl;2007;362000;224;diesel;automatic;32900
renault;megane;2017;281772;110;diesel;manual;16900
toyota;rav4;2009;120000;136;diesel;manual;26900
bmw;seria-7;2016;280000;320;diesel;automatic;98400
toyota;aygo;2009;171155;68;petrol;manual;9600
bmw;x1;2019;113000;192;petrol;automatic;84000
bmw;x3;2022;69000;252;petrol;automatic;149000
bmw;seria-3;2002;249120;170;petrol;manual;16499
ford;fiesta;2017;71500;182;petrol;manual;44500
ford;kuga;2009;380000;136;diesel;manual;20500
nissan;micra;2019;132916;101;petrol;manual;41000
opel;meriva;2012;131000;120;petrol;automatic;24990
seat;ateca;2019;99800;150;diesel;automatic;68000
volvo;xc-60;2013;217000;163;diesel;manual;46900
ford;mustang;2016;49226;421;petrol;automatic;120000
alfa-romeo;mito;2014;140000;135;petrol;manual;22900
ford;c-max;2010;273584;136;diesel;manual;5900
citroen;c4-grand-picasso;2007;304000;136;diesel;automatic;7500
ford;mondeo;2018;180000;150;diesel;automatic;44999
opel;mokka;2016;180000;115;petrol-lpg;manual;38900
ford;f150;2015;180000;370;petrol;automatic;94000
audi;a6-limousine;2015;166523;272;diesel;automatic;38900
volkswagen;caddy;2022;178766;102;diesel;manual;78900
mitsubishi;lancer-evolution;2014;78000;330;petrol;automatic;199000
bmw;seria-4;2024;40000;190;diesel;automatic;192000
peugeot;partner;2004;117300;75;petrol;manual;6900
jeep;wrangler;2001;112000;176;petrol;manual;59900
ford;kuga;2014;170000;182;petrol;automatic;39999
audi;s3-sportback;2024;12825;333;petrol;automatic;184900
renault;talisman;2017;187000;150;petrol;automatic;49000
citroen;jumper;2014;297000;130;diesel;manual;43000
volvo;xc-60;2015;195000;180;diesel;automatic;56900
ford;transit-custom;2022;55000;105;diesel;manual;99000
smart;fortwo;2007;187500;45;diesel;automatic;10900
mercedes-benz;klasa-e;2009;185000;292;petrol;automatic;19000
peugeot;2008;2021;35000;136;electric;automatic;69800
mazda;cx-3;2016;16830;120;petrol;automatic;62900
opel;astra;2011;215000;140;petrol;manual;14900
seat;arona;2024;38755;110;petrol;automatic;75900
fiat;500x;2015;125900;140;petrol;manual;42600
kia;ceed;2018;157360;100;petrol;manual;39900
ford;kuga;2020;35000;150;petrol;manual;78900
cupra;cupra-leon;2025;15000;150;petrol;automatic;142600
volkswagen;tiguan;2019;93000;150;diesel;automatic;89900
lexus;nx;2020;79000;243;hybrid;automatic;108900
toyota;land-cruiser;2016;225200;177;diesel;automatic;134899
bmw;seria-2;2019;18100;340;petrol;automatic;120000
bmw;m5;2001;217000;400;petrol;manual;145900
land-rover;range-rover-evoque;2015;133771;150;diesel;automatic;56500
ford;mondeo;2014;150137;160;petrol;manual;24000
opel;astra;2013;137000;164;diesel;manual;22900
citroen;c4;2012;116000;112;diesel;automatic;25900
skoda;kamiq;2023;27600;150;petrol;automatic;89000
toyota;yaris-cross;2022;67552;125;petrol;manual;71700
ssangyong;rexton;2019;147660;181;diesel;automatic;39900
toyota;aygo;2021;55470;72;petrol;manual;39900
bmw;seria-3;2021;98290;156;petrol;automatic;99900
toyota;c-hr;2017;103000;116;petrol;manual;57900
land-rover;range-rover-velar;2019;99000;180;diesel;automatic;139900
toyota;corolla-cross;2023;34588;152;hybrid;automatic;131800
audi;a7;2022;56455;265;petrol;automatic;168899
volkswagen;caddy;2016;272000;150;diesel;automatic;61000
fiat;tipo;2017;128539;120;diesel;automatic;34900
toyota;corolla;2023;78429;140;hybrid;automatic;93900
skoda;karoq;2020;200000;115;diesel;manual;64000
volkswagen;phaeton;2012;294000;240;diesel;automatic;31000
suzuki;swift;2013;123700;94;petrol;manual;22500
jeep;cherokee;2020;92079;270;petrol;automatic;42500
chevrolet;aveo;2009;127497;72;petrol;manual;8400
hyundai;ix35;2010;339556;136;diesel;manual;20000
mazda;5;2007;290000;110;diesel;manual;8900
bmw;seria-7;2016;168000;265;diesel;automatic;108800
ford;kuga;2018;138000;150;petrol;manual;55900
nissan;x-trail;2019;111093;159;petrol;automatic;69900
hyundai;i30;2022;42500;120;petrol;manual;49900
mercedes-benz;klasa-e;2018;77586;258;petrol;automatic;149900
seat;toledo;2016;154824;90;petrol;manual;19600
citroen;c4-picasso;2007;215000;125;petrol;manual;6900
skoda;kamiq;2020;57801;115;petrol;manual;64900
opel;corsa;2020;30700;100;petrol;automatic;54900
mercedes-benz;klasa-e;2016;340000;195;diesel;automatic;42500
volvo;xc-60;2022;65000;190;diesel;automatic;139900
ford;s-max;2022;143000;190;hybrid;automatic;129900
hyundai;tucson;2023;57000;150;petrol;manual;109900
hyundai;tucson;2022;175000;230;hybrid;automatic;91900
hyundai;i30;2021;149912;115;diesel;manual;51900
renault;arkana;2022;136000;140;hybrid;automatic;63900
mercedes-benz;cla;2021;61000;218;plugin-hybrid;automatic;119800
aixam;city;2018;60400;8;diesel;automatic;33900
opel;zafira;2018;165000;130;diesel;automatic;37900
kia;ceed;2023;63187;160;petrol;automatic;75900
honda;civic;2018;127306;126;petrol;manual;54900
dodge;challenger;2021;110000;372;petrol;automatic;129900
kia;ceed;2009;199000;143;petrol;manual;16300
ford;transit-connect;2021;137009;100;diesel;automatic;49900
volkswagen;t-roc;2023;39042;300;petrol;automatic;139900
kia;stonic;2018;123100;120;petrol;manual;44000
honda;cr-v;2001;211500;147;petrol-lpg;manual;9900
kia;ceed;2023;85062;160;petrol;automatic;73900
hyundai;i30;2023;41400;160;petrol;manual;72900
mitsubishi;asx;2017;140000;117;petrol;manual;52555
kia;xceed;2025;12412;140;petrol;automatic;109890
hyundai;i10;2014;150000;87;petrol;manual;21900
toyota;c-hr;2017;130000;122;hybrid;automatic;69500
volkswagen;polo;2017;126000;90;petrol;automatic;39900
audi;a6-avant;2004;390490;179;diesel;automatic;13407
toyota;corolla;2022;45270;125;petrol;manual;72000
fiat;bravo;2009;223000;105;diesel;manual;13900
ford;b-max;2016;85000;100;petrol;manual;26500
dacia;sandero;2021;81600;100;petrol-lpg;manual;42500
toyota;corolla;2007;190000;124;petrol;manual;10000
volkswagen;tiguan-allspace;2022;73240;190;petrol;automatic;134900
bmw;i3;2015;151000;170;electric;automatic;47999
cupra;cupra-formentor;2024;28819;150;petrol;automatic;132900
renault;megane;2006;228000;98;petrol;manual;6500
volkswagen;sharan;2016;227000;150;diesel;automatic;53900
bmw;x1;2015;211856;143;diesel;manual;36500
audi;a5-coupe;2009;248756;240;diesel;manual;19900
volkswagen;polo;2014;88000;75;petrol;manual;12900
audi;q5-sportback;2021;112362;265;petrol;automatic;174900
jeep;cherokee;2019;199500;180;petrol;automatic;27500
skoda;superb;2025;56869;150;petrol;automatic;124900
seat;ibiza;2019;116772;115;petrol;manual;44900
ford;kuga;2021;200000;190;diesel;automatic;84900
bmw;m3;2009;165000;420;petrol;automatic;45000
skoda;octavia;2009;203000;105;diesel;manual;11500
